Id_member,Tanggal,Deskripsi_barang,Kategori
2645,2014-07-08,beras,Bahan dan Bumbu Makanan
3109,2014-10-14,apel,Buah-buahan
3268,2014-01-31,kerang,Ikan Segar
2556,2014-06-03,soda,Bahan dan Bumbu Makanan
3139,2014-06-11,daging ayam,Daging-dagingan
2971,2014-12-07,roti bolu,Makanan dan Minuman
4391,2014-04-06,mentega,Bahan dan Bumbu Makanan
3322,2014-01-08,nanas,Buah-buahan
1740,2014-08-07,daging bebek,Daging-dagingan
3367,2014-02-27,sosis,Makanan dan Minuman
3616,2014-11-06,anggur,Buah-buahan
3736,2014-02-16,ikan kembung,Ikan Segar
1795,2014-05-20,minyak goreng,Bahan dan Bumbu Makanan
2702,2014-08-09,daun singkong,Sayuran
4397,2014-08-28,pare,Sayuran
2649,2014-02-18,susu sapi,Makanan dan Minuman
4752,2014-04-03,daging sapi,Daging-dagingan
2028,2014-10-26,wortel,Sayuran
1128,2014-10-05,sosis,Makanan dan Minuman
1199,2014-03-23,anggur,Buah-buahan
4986,2014-08-02,lobster,Ikan Segar
3102,2014-09-05,bayam,Sayuran
2079,2014-04-11,apel,Buah-buahan
1931,2014-03-13,daging ayam,Daging-dagingan
1176,2014-04-09,soda,Bahan dan Bumbu Makanan
3562,2014-11-09,daging sapi,Daging-dagingan
1962,2014-06-14,ikan lele,Ikan Segar
1782,2014-10-04,kangkung,Sayuran
3493,2014-01-12,daging sapi,Daging-dagingan
4268,2014-10-14,ikan lele,Ikan Segar
3730,2014-04-17,beras,Bahan dan Bumbu Makanan
1144,2014-07-11,ikan lele,Ikan Segar
4637,2014-06-12,daging ayam,Daging-dagingan
1855,2014-09-26,kerang,Ikan Segar
3022,2014-02-16,daging ayam,Daging-dagingan
3960,2014-01-23,bubuk pengembang,Bahan dan Bumbu Makanan
2786,2014-08-30,bayam,Sayuran
2550,2014-11-06,melon,Buah-buahan
1141,2014-08-04,apel,Buah-buahan
3226,2014-10-25,roti bolu,Makanan dan Minuman
3846,2014-08-25,daging sapi,Daging-dagingan
1282,2014-06-06,soda,Bahan dan Bumbu Makanan
3213,2014-12-19,gula,Bahan dan Bumbu Makanan
3910,2014-02-17,cabai rawit,Sayuran
2533,2014-09-21,bayam,Sayuran
3713,2014-12-17,buah jeruk,Buah-buahan
2131,2014-02-18,buah jeruk,Buah-buahan
2878,2014-06-13,roti bolu,Makanan dan Minuman
2355,2014-01-26,wortel,Sayuran
3847,2014-07-31,wortel,Sayuran
3619,2014-12-16,gula,Bahan dan Bumbu Makanan
4980,2014-08-25,daging sapi,Daging-dagingan
1185,2014-09-27,sosis,Makanan dan Minuman
4049,2014-12-23,markisa,Buah-buahan
2681,2014-04-09,ikan lele,Ikan Segar
1742,2014-10-20,sosis,Makanan dan Minuman
4594,2014-01-07,bayam,Sayuran
3869,2014-05-24,penyedap rasa,Bahan dan Bumbu Makanan
1191,2014-10-03,beri,Buah-buahan
2466,2014-01-28,daging sapi,Daging-dagingan
4857,2014-03-03,susu sapi,Makanan dan Minuman
3087,2014-02-21,buah jeruk,Buah-buahan
4730,2014-11-26,bayam,Sayuran
2120,2014-02-27,pare,Sayuran
2452,2014-02-18,sosis,Makanan dan Minuman
3499,2014-04-04,bayam,Sayuran
1731,2014-12-28,sosis,Makanan dan Minuman
1751,2014-02-27,yogurt,Makanan dan Minuman
1991,2014-07-14,sosis,Makanan dan Minuman
4300,2014-01-28,kerang,Ikan Segar
2009,2014-03-06,ikan lele,Ikan Segar
1585,2014-09-17,apel,Buah-buahan
1604,2014-03-02,roti bolu,Makanan dan Minuman
3804,2014-12-27,apel,Buah-buahan
4955,2014-03-22,sosis,Makanan dan Minuman
4826,2014-04-14,kerang,Ikan Segar
2294,2014-04-07,nanas,Buah-buahan
2857,2014-08-28,daging sapi,Daging-dagingan
4911,2014-07-20,bayam,Sayuran
4924,2014-01-31,sosis,Makanan dan Minuman
1392,2014-12-09,bayam,Sayuran
3917,2014-03-04,daging sapi,Daging-dagingan
3032,2014-12-28,sosis,Makanan dan Minuman
1808,2014-11-29,daging sapi,Daging-dagingan
4082,2014-01-07,daging sapi,Daging-dagingan
1673,2014-08-04,buah jeruk,Buah-buahan
3246,2014-05-21,roti bolu,Makanan dan Minuman
1415,2014-05-01,sosis,Makanan dan Minuman
2555,2014-12-27,pare,Sayuran
4426,2014-01-12,beri,Buah-buahan
4406,2014-01-20,ikan lele,Ikan Segar
3514,2014-12-13,daging sapi,Daging-dagingan
4197,2014-09-29,daun singkong,Sayuran
3206,2014-08-24,mentimun,Sayuran
3767,2014-01-30,daging sapi,Daging-dagingan
3761,2014-01-03,daging sapi,Daging-dagingan
3013,2014-07-08,saus,Bahan dan Bumbu Makanan
2454,2014-09-11,nanas,Buah-buahan
4042,2014-01-25,pare,Sayuran
3936,2014-06-08,daging sapi,Daging-dagingan
2943,2014-06-30,kerang,Ikan Segar
3163,2014-09-11,yogurt,Makanan dan Minuman
1435,2014-07-12,daging sapi,Daging-dagingan
4174,2014-07-15,buah jeruk,Buah-buahan
1929,2014-10-11,beri,Buah-buahan
4462,2014-09-21,sosis,Makanan dan Minuman
3840,2014-06-11,buah jeruk,Buah-buahan
2946,2014-09-01,bawang merah,Sayuran
4434,2014-08-31,daging sapi,Daging-dagingan
2826,2014-04-09,sosis,Makanan dan Minuman
1376,2014-11-29,nanas,Buah-buahan
1896,2014-07-25,roti cokelat,Makanan dan Minuman
4952,2014-02-10,daging sapi,Daging-dagingan
4117,2014-04-24,buah jeruk,Buah-buahan
1385,2014-02-27,daging sapi,Daging-dagingan
4448,2014-02-21,bayam,Sayuran
4622,2014-12-06,daging ayam,Daging-dagingan
4018,2014-09-27,sosis,Makanan dan Minuman
3757,2014-12-18,apel,Buah-buahan
1816,2014-09-01,soda,Bahan dan Bumbu Makanan
3189,2014-08-02,buah jeruk,Buah-buahan
4581,2014-05-08,kopi,Makanan dan Minuman
3416,2014-07-13,daging ayam,Daging-dagingan
2910,2014-01-03,gula,Bahan dan Bumbu Makanan
2720,2014-06-26,jahe,Bahan dan Bumbu Makanan
2351,2014-01-01,selada,Sayuran
3348,2014-11-18,rempah-rempah,Bahan dan Bumbu Makanan
2703,2014-09-29,buah jeruk,Buah-buahan
2612,2014-04-06,buah jeruk,Buah-buahan
3299,2014-06-09,daging sapi,Daging-dagingan
3722,2014-02-20,sosis,Makanan dan Minuman
2289,2014-08-17,soda,Bahan dan Bumbu Makanan
4656,2014-05-07,bawang putih,Sayuran
3485,2014-05-21,ikan lele,Ikan Segar
4114,2014-07-08,daging ayam,Daging-dagingan
1586,2014-02-05,nanas,Buah-buahan
2815,2014-10-30,daging sapi,Daging-dagingan
4239,2014-08-12,sosis,Makanan dan Minuman
1494,2014-02-13,air mineral,Makanan dan Minuman
1747,2014-12-17,wortel,Sayuran
2218,2014-09-25,nanas,Buah-buahan
4959,2014-10-20,nanas,Buah-buahan
2453,2014-07-05,sosis,Makanan dan Minuman
4502,2014-07-27,kerang,Ikan Segar
1504,2014-12-01,sosis,Makanan dan Minuman
4494,2014-04-24,daging sapi,Daging-dagingan
3610,2014-03-18,bayam,Sayuran
3617,2014-04-16,daun singkong,Sayuran
1279,2014-08-25,daging ayam,Daging-dagingan
2387,2014-11-03,rempah-rempah,Bahan dan Bumbu Makanan
2912,2014-08-24,daging sapi,Daging-dagingan
3008,2014-09-07,mentega,Bahan dan Bumbu Makanan
2739,2014-11-07,pare,Sayuran
2038,2014-10-28,daging sapi,Daging-dagingan
3090,2014-11-22,tepung beras,Bahan dan Bumbu Makanan
3142,2014-05-05,mentega,Bahan dan Bumbu Makanan
2962,2014-07-06,pare,Sayuran
4067,2014-04-29,apel,Buah-buahan
1307,2014-12-15,kerang,Ikan Segar
4917,2014-04-21,ikan lele,Ikan Segar
2157,2014-06-26,daging sapi,Daging-dagingan
3876,2014-08-25,anggur,Buah-buahan
1917,2014-02-25,sosis,Makanan dan Minuman
4750,2014-11-04,ikan lele,Ikan Segar
1820,2014-02-24,daging sapi,Daging-dagingan
2226,2014-01-01,sosis,Makanan dan Minuman
2801,2014-01-23,pare,Sayuran
3569,2014-06-11,sosis,Makanan dan Minuman
2950,2014-11-18,wortel,Sayuran
1382,2014-08-05,buah jeruk,Buah-buahan
1856,2014-10-23,sosis,Makanan dan Minuman
3059,2014-05-03,sosis,Makanan dan Minuman
1686,2014-05-05,ikan lele,Ikan Segar
2065,2014-01-03,sosis,Makanan dan Minuman
1566,2014-01-24,buah jeruk,Buah-buahan
1197,2014-03-05,susu sapi,Makanan dan Minuman
4557,2014-11-01,apel,Buah-buahan
2495,2014-02-24,bayam,Sayuran
3739,2014-10-20,roti bolu,Makanan dan Minuman
1621,2014-06-18,bayam,Sayuran
2435,2014-02-02,sosis,Makanan dan Minuman
4948,2014-05-23,pare,Sayuran
4531,2014-11-10,daun singkong,Sayuran
4384,2014-10-22,air mineral,Makanan dan Minuman
3441,2014-04-20,bayam,Sayuran
2880,2014-04-12,apel,Buah-buahan
4268,2014-02-22,sosis,Makanan dan Minuman
4901,2014-12-04,daun singkong,Sayuran
2606,2014-08-22,buah jeruk,Buah-buahan
4687,2014-08-04,daging sapi,Daging-dagingan
4121,2014-04-19,kacang telur,Makanan dan Minuman
1160,2014-06-02,susu sapi,Makanan dan Minuman
3122,2014-12-25,soda,Bahan dan Bumbu Makanan
1847,2014-10-01,wortel,Sayuran
3402,2014-12-24,kue tart,Makanan dan Minuman
3349,2014-09-07,apel,Buah-buahan
3967,2014-02-20,bayam,Sayuran
2808,2014-01-23,bayam,Sayuran
1730,2014-08-19,gula,Bahan dan Bumbu Makanan
2664,2014-08-10,daging ayam,Daging-dagingan
2584,2014-05-18,daging ayam,Daging-dagingan
2028,2014-10-29,daging sapi,Daging-dagingan
3636,2014-11-19,roti bolu,Makanan dan Minuman
3769,2014-01-28,pare,Sayuran
2338,2014-11-03,penyedap rasa,Bahan dan Bumbu Makanan
3593,2014-12-04,daging sapi,Daging-dagingan
4432,2014-04-12,sosis,Makanan dan Minuman
3721,2014-02-20,kunyit,Bahan dan Bumbu Makanan
4133,2014-08-22,alpukat,Buah-buahan
2541,2014-07-05,penyedap rasa,Bahan dan Bumbu Makanan
1897,2014-12-09,sosis,Makanan dan Minuman
3350,2014-05-23,roti bolu,Makanan dan Minuman
3311,2014-07-18,susu sapi,Makanan dan Minuman
4864,2014-06-16,sosis,Makanan dan Minuman
3732,2014-01-18,kacang telur,Makanan dan Minuman
4494,2014-05-26,daging ayam,Daging-dagingan
2160,2014-07-30,bubur instan,Makanan dan Minuman
3812,2014-04-30,air mineral,Makanan dan Minuman
3872,2014-07-28,pare,Sayuran
4257,2014-06-14,sosis,Makanan dan Minuman
3891,2014-09-13,daging ayam,Daging-dagingan
1465,2014-01-23,daging sapi,Daging-dagingan
1440,2014-06-01,apel,Buah-buahan
4974,2014-07-18,roti bolu,Makanan dan Minuman
1282,2014-10-24,bayam,Sayuran
1824,2014-08-08,sosis,Makanan dan Minuman
4195,2014-09-09,beri,Buah-buahan
4389,2014-10-31,sosis,Makanan dan Minuman
2855,2014-01-17,yogurt,Makanan dan Minuman
4803,2014-12-30,air mineral,Makanan dan Minuman
2633,2014-05-16,air mineral,Makanan dan Minuman
3531,2014-12-26,beri,Buah-buahan
4721,2014-06-16,daun singkong,Sayuran
1644,2014-02-28,buah jeruk,Buah-buahan
1053,2014-05-11,daging ayam,Daging-dagingan
2464,2014-11-06,sosis,Makanan dan Minuman
1765,2014-10-21,udang,Ikan Segar
2973,2014-10-26,gurita,Ikan Segar
4297,2014-02-08,susu sapi uht,Makanan dan Minuman
4364,2014-01-21,jahe,Bahan dan Bumbu Makanan
3531,2014-08-25,anggur,Buah-buahan
4217,2014-03-15,bayam,Sayuran
4723,2014-07-11,bayam,Sayuran
3161,2014-11-22,sosis,Makanan dan Minuman
4024,2014-11-21,tepung tapioka,Bahan dan Bumbu Makanan
4969,2014-06-12,ikan sarden,Ikan Segar
4762,2014-01-15,nanas,Buah-buahan
2746,2014-04-20,roti bolu,Makanan dan Minuman
2972,2014-02-19,sosis,Makanan dan Minuman
3569,2014-05-27,sosis,Makanan dan Minuman
4355,2014-01-13,susu sapi,Makanan dan Minuman
2863,2014-12-03,sosis,Makanan dan Minuman
4740,2014-03-09,beras,Bahan dan Bumbu Makanan
2201,2014-04-02,bayam,Sayuran
2645,2014-09-10,minyak,Bahan dan Bumbu Makanan
3783,2014-04-06,anggur,Buah-buahan
1440,2014-07-26,roti bolu,Makanan dan Minuman
3186,2014-07-24,apel,Buah-buahan
1979,2014-07-09,pare,Sayuran
2401,2014-11-05,yogurt,Makanan dan Minuman
4337,2014-08-28,sosis,Makanan dan Minuman
2112,2014-06-06,susu sapi,Makanan dan Minuman
1072,2014-06-23,daging sapi,Daging-dagingan
1996,2014-02-02,minyak goreng,Bahan dan Bumbu Makanan
1269,2014-04-24,apel,Buah-buahan
2341,2014-01-23,pare,Sayuran
2204,2014-06-13,daging ayam,Daging-dagingan
2729,2014-09-30,ikan lele,Ikan Segar
3435,2014-10-04,kopi,Makanan dan Minuman
1755,2014-04-06,wafel,Bahan dan Bumbu Makanan
2909,2014-01-30,mentega,Bahan dan Bumbu Makanan
2372,2014-10-10,sosis,Makanan dan Minuman
4342,2014-10-27,bayam,Sayuran
4772,2014-06-22,terong,Sayuran
1741,2014-12-07,tepung tapioka,Bahan dan Bumbu Makanan
4598,2014-05-09,buah jeruk,Buah-buahan
1677,2014-02-21,kerang,Ikan Segar
3667,2014-12-13,sosis,Makanan dan Minuman
3273,2014-04-02,bayam,Sayuran
1026,2014-08-23,buah jeruk,Buah-buahan
4671,2014-01-20,sosis,Makanan dan Minuman
3764,2014-01-22,bayam,Sayuran
4293,2014-03-28,daging sapi,Daging-dagingan
4512,2014-06-13,apel,Buah-buahan
2755,2014-08-19,kopi instan,Makanan dan Minuman
4146,2014-08-24,susu sapi,Makanan dan Minuman
3564,2014-02-23,roti cokelat,Makanan dan Minuman
4922,2014-02-18,sosis,Makanan dan Minuman
3680,2014-01-21,kerang,Ikan Segar
2664,2014-08-01,buah jeruk,Buah-buahan
1411,2014-04-15,gurita,Ikan Segar
2633,2014-07-09,mangga,Buah-buahan
3137,2014-08-26,daging sapi,Daging-dagingan
1672,2014-01-26,sosis,Makanan dan Minuman
3344,2014-11-21,sosis,Makanan dan Minuman
3248,2014-07-04,kerang,Ikan Segar
2004,2014-06-22,anggur,Buah-buahan
3989,2014-09-23,daging sapi,Daging-dagingan
2451,2014-09-28,bayam,Sayuran
2383,2014-01-13,ikan lele,Ikan Segar
3546,2014-12-10,apel,Buah-buahan
2427,2014-12-22,nanas,Buah-buahan
2859,2014-02-27,roti cokelat,Makanan dan Minuman
3509,2014-05-10,wafel,Bahan dan Bumbu Makanan
3811,2014-07-07,susu sapi,Makanan dan Minuman
4127,2014-03-18,susu sapi,Makanan dan Minuman
2166,2014-07-03,pare,Sayuran
2526,2014-08-02,bayam,Sayuran
3342,2014-12-15,ikan lele,Ikan Segar
4109,2014-03-06,cabai rawit,Sayuran
2930,2014-02-14,air mineral,Makanan dan Minuman
3844,2014-10-06,yogurt,Makanan dan Minuman
2736,2014-10-14,susu sapi uht,Makanan dan Minuman
2411,2014-07-01,wortel,Sayuran
3423,2014-03-15,air mineral,Makanan dan Minuman
2391,2014-01-18,buah jeruk,Buah-buahan
1597,2014-12-10,susu sapi uht,Makanan dan Minuman
2510,2014-08-13,susu sapi,Makanan dan Minuman
3776,2014-11-28,daging ayam,Daging-dagingan
1138,2014-07-07,buah jeruk,Buah-buahan
3799,2014-10-11,ikan lele,Ikan Segar
1022,2014-07-06,sosis,Makanan dan Minuman
1961,2014-06-07,buah jeruk,Buah-buahan
3102,2014-04-17,daging sapi,Daging-dagingan
4704,2014-07-11,beri,Buah-buahan
4192,2014-08-06,gurita,Ikan Segar
2957,2014-06-06,bubur instan,Makanan dan Minuman
3921,2014-06-16,daging ayam,Daging-dagingan
1904,2014-03-24,kopi instan,Makanan dan Minuman
4426,2014-10-30,kopi,Makanan dan Minuman
2383,2014-09-18,pare,Sayuran
4788,2014-02-17,bayam,Sayuran
1752,2014-12-07,wortel,Sayuran
5000,2014-11-16,kepiting,Ikan Segar
4353,2014-09-26,kepiting,Ikan Segar
1372,2014-04-05,kerang,Ikan Segar
4515,2014-06-23,sosis,Makanan dan Minuman
2718,2014-01-25,pare,Sayuran
2148,2014-01-13,soda,Bahan dan Bumbu Makanan
4808,2014-11-20,tepung tapioka,Bahan dan Bumbu Makanan
4711,2014-06-19,yogurt,Makanan dan Minuman
4228,2014-08-02,soda,Bahan dan Bumbu Makanan
1522,2014-08-23,penyedap rasa,Bahan dan Bumbu Makanan
2291,2014-09-29,susu sapi,Makanan dan Minuman
3203,2014-06-17,sosis,Makanan dan Minuman
3413,2014-02-08,sosis,Makanan dan Minuman
4262,2014-06-21,wortel,Sayuran
2581,2014-03-17,bawang bombai,Sayuran
1687,2014-02-24,sosis,Makanan dan Minuman
4957,2014-05-19,daging bebek,Daging-dagingan
2840,2014-07-22,mentega,Bahan dan Bumbu Makanan
4738,2014-08-06,kepiting,Ikan Segar
1970,2014-11-06,daging sapi,Daging-dagingan
1491,2014-08-11,kangkung,Sayuran
2015,2014-04-08,apel,Buah-buahan
1961,2014-01-16,apel,Buah-buahan
3155,2014-09-22,daging sapi,Daging-dagingan
1993,2014-12-10,daging ayam,Daging-dagingan
3049,2014-09-30,cabai rawit,Sayuran
4019,2014-10-14,gurita,Ikan Segar
1826,2014-12-19,sosis,Makanan dan Minuman
1629,2014-07-22,yogurt,Makanan dan Minuman
4075,2014-08-03,susu sapi,Makanan dan Minuman
1241,2014-03-01,minyak,Bahan dan Bumbu Makanan
1542,2014-07-22,sosis,Makanan dan Minuman
1274,2014-10-07,kopi,Makanan dan Minuman
4182,2014-05-01,tepung tapioka,Bahan dan Bumbu Makanan
4401,2014-03-18,sosis,Makanan dan Minuman
4766,2014-09-20,sosis,Makanan dan Minuman
4880,2014-11-09,tepung beras,Bahan dan Bumbu Makanan
1939,2014-03-28,kangkung,Sayuran
4341,2014-10-26,tepung beras,Bahan dan Bumbu Makanan
4480,2014-05-17,sosis,Makanan dan Minuman
3997,2014-11-22,susu sapi,Makanan dan Minuman
3674,2014-08-07,yogurt,Makanan dan Minuman
1608,2014-07-26,kopi instan,Makanan dan Minuman
2088,2014-09-21,pare,Sayuran
3897,2014-09-12,air mineral,Makanan dan Minuman
4783,2014-10-05,bayam,Sayuran
4813,2014-11-20,air mineral,Makanan dan Minuman
4842,2014-06-30,nanas,Buah-buahan
2971,2014-04-03,kopi instan,Makanan dan Minuman
4972,2014-12-13,apel,Buah-buahan
4215,2014-10-04,yogurt,Makanan dan Minuman
1001,2014-07-02,sosis,Makanan dan Minuman
4535,2014-09-07,yogurt,Makanan dan Minuman
2252,2014-04-13,bubuk lada,Bahan dan Bumbu Makanan
2433,2014-08-04,nanas,Buah-buahan
1935,2014-08-28,nanas,Buah-buahan
2484,2014-08-17,kerang,Ikan Segar
2900,2014-11-23,gula,Bahan dan Bumbu Makanan
4504,2014-09-24,sosis,Makanan dan Minuman
4183,2014-12-10,sosis,Makanan dan Minuman
3651,2014-06-22,sosis,Makanan dan Minuman
1381,2014-05-02,kopi,Makanan dan Minuman
1190,2014-05-18,nanas,Buah-buahan
1262,2014-07-22,susu sapi,Makanan dan Minuman
3555,2014-10-14,bawang merah,Sayuran
3621,2014-04-01,daging sapi,Daging-dagingan
2831,2014-05-30,soda,Bahan dan Bumbu Makanan
3508,2014-12-15,pare,Sayuran
1468,2014-12-07,daging sapi,Daging-dagingan
3269,2014-09-07,sosis,Makanan dan Minuman
3844,2014-06-24,ikan kembung,Ikan Segar
4950,2014-08-30,bayam,Sayuran
4129,2014-10-23,bubuk lada,Bahan dan Bumbu Makanan
1596,2014-12-10,beras,Bahan dan Bumbu Makanan
4372,2014-04-17,susu sapi,Makanan dan Minuman
2183,2014-07-13,sosis,Makanan dan Minuman
3617,2014-01-10,bawang putih,Sayuran
4692,2014-10-08,melon,Buah-buahan
2210,2014-12-30,melon,Buah-buahan
1605,2014-11-13,bayam,Sayuran
3604,2014-09-13,ikan lele,Ikan Segar
3524,2014-01-08,mangga,Buah-buahan
2089,2014-08-20,soda,Bahan dan Bumbu Makanan
1522,2014-03-27,sosis,Makanan dan Minuman
1461,2014-05-08,bayam,Sayuran
3338,2014-12-25,nanas,Buah-buahan
2608,2014-02-05,apel,Buah-buahan
4103,2014-05-17,wortel,Sayuran
2747,2014-07-04,pare,Sayuran
2955,2014-03-21,sosis,Makanan dan Minuman
3699,2014-08-14,air mineral,Makanan dan Minuman
3561,2014-12-27,buah jeruk,Buah-buahan
4579,2014-02-28,susu sapi,Makanan dan Minuman
3232,2014-10-09,daun singkong,Sayuran
2904,2014-07-04,nanas,Buah-buahan
2251,2014-09-06,ikan lele,Ikan Segar
1174,2014-07-26,buah jeruk,Buah-buahan
1725,2014-08-21,melon,Buah-buahan
4646,2014-12-28,susu sapi uht,Makanan dan Minuman
4348,2014-04-11,roti bolu,Makanan dan Minuman
2589,2014-10-23,susu sapi,Makanan dan Minuman
3693,2014-06-06,pare,Sayuran
4154,2014-05-26,roti bolu,Makanan dan Minuman
3596,2014-12-16,kacang polong,Sayuran
1063,2014-07-06,susu sapi,Makanan dan Minuman
4247,2014-02-01,soda,Bahan dan Bumbu Makanan
4596,2014-10-28,kangkung,Sayuran
1246,2014-12-29,bayam,Sayuran
1916,2014-05-21,buah jeruk,Buah-buahan
3157,2014-04-25,sosis,Makanan dan Minuman
3313,2014-01-03,kepiting,Ikan Segar
3210,2014-09-02,ikan lele,Ikan Segar
2663,2014-02-08,bayam,Sayuran
4339,2014-03-27,beri,Buah-buahan
1216,2014-07-02,buah jeruk,Buah-buahan
3830,2014-08-23,sosis,Makanan dan Minuman
1980,2014-05-14,buah jeruk,Buah-buahan
2219,2014-05-30,pare,Sayuran
1461,2014-11-08,kepiting,Ikan Segar
1121,2014-03-15,kopi,Makanan dan Minuman
4664,2014-02-09,buah jeruk,Buah-buahan
4432,2014-04-09,apel,Buah-buahan
1474,2014-10-04,sosis,Makanan dan Minuman
4651,2014-09-27,anggur,Buah-buahan
3889,2014-12-23,bayam,Sayuran
1767,2014-11-24,bawang bombai,Sayuran
1883,2014-01-04,sosis,Makanan dan Minuman
4882,2014-08-10,tepung beras,Bahan dan Bumbu Makanan
3119,2014-01-22,nastar,Makanan dan Minuman
4712,2014-03-19,susu sapi,Makanan dan Minuman
2347,2014-01-15,sosis,Makanan dan Minuman
2549,2014-12-27,beras,Bahan dan Bumbu Makanan
3938,2014-11-10,buah jeruk,Buah-buahan
2483,2014-08-14,nanas,Buah-buahan
4307,2014-05-07,yogurt,Makanan dan Minuman
4628,2014-11-28,mentega,Bahan dan Bumbu Makanan
4722,2014-08-07,apel,Buah-buahan
2577,2014-08-03,pare,Sayuran
3452,2014-02-21,daging sapi,Daging-dagingan
2732,2014-02-26,nastar,Makanan dan Minuman
3022,2014-09-19,daging sapi,Daging-dagingan
2727,2014-01-23,ikan tongkol,Ikan Segar
3480,2014-10-08,pare,Sayuran
3602,2014-10-27,susu sapi,Makanan dan Minuman
3855,2014-11-01,kopi,Makanan dan Minuman
2653,2014-04-21,daun singkong,Sayuran
2887,2014-05-12,wafel,Bahan dan Bumbu Makanan
1209,2014-01-11,sosis,Makanan dan Minuman
3775,2014-08-09,sosis,Makanan dan Minuman
4887,2014-03-30,soda,Bahan dan Bumbu Makanan
2597,2014-09-21,sosis,Makanan dan Minuman
1798,2014-01-17,nanas,Buah-buahan
2475,2014-01-26,buah jeruk,Buah-buahan
3092,2014-02-09,roti cokelat,Makanan dan Minuman
3521,2014-12-25,soda,Bahan dan Bumbu Makanan
1289,2014-09-05,roti bolu,Makanan dan Minuman
1159,2014-01-28,buah jeruk,Buah-buahan
1774,2014-08-06,mentega,Bahan dan Bumbu Makanan
3090,2014-02-10,susu sapi,Makanan dan Minuman
2756,2014-08-10,udang,Ikan Segar
4201,2014-06-08,daging sapi,Daging-dagingan
1922,2014-06-04,cokelat,Buah-buahan
4244,2014-12-16,buah naga,Buah-buahan
1778,2014-12-22,daging sapi,Daging-dagingan
4130,2014-01-08,pare,Sayuran
1868,2014-01-11,susu sapi,Makanan dan Minuman
3307,2014-03-21,sosis,Makanan dan Minuman
1333,2014-11-27,susu sapi,Makanan dan Minuman
1892,2014-07-21,mentega,Bahan dan Bumbu Makanan
3560,2014-07-21,buah jeruk,Buah-buahan
1488,2014-01-30,daging sapi,Daging-dagingan
4222,2014-05-20,sosis,Makanan dan Minuman
4548,2014-02-01,susu sapi uht,Makanan dan Minuman
1480,2014-04-02,apel,Buah-buahan
3573,2014-11-19,air mineral,Makanan dan Minuman
4431,2014-03-16,nastar,Makanan dan Minuman
4847,2014-10-16,sosis,Makanan dan Minuman
4669,2014-04-13,apel,Buah-buahan
4013,2014-07-21,apel,Buah-buahan
1599,2014-08-21,sosis,Makanan dan Minuman
3009,2014-04-19,sosis,Makanan dan Minuman
3526,2014-10-24,sosis,Makanan dan Minuman
2455,2014-07-04,roti bolu,Makanan dan Minuman
1942,2014-10-15,kerang,Ikan Segar
3855,2014-08-06,daging sapi,Daging-dagingan
4661,2014-08-16,kerang,Ikan Segar
1056,2014-09-24,daging sapi,Daging-dagingan
3996,2014-11-27,daging sapi,Daging-dagingan
4879,2014-12-04,daging sapi,Daging-dagingan
3965,2014-12-30,apel,Buah-buahan
3172,2014-01-08,susu sapi,Makanan dan Minuman
3028,2014-04-25,sosis,Makanan dan Minuman
1462,2014-09-24,air mineral,Makanan dan Minuman
2075,2014-03-05,buah jeruk,Buah-buahan
4901,2014-05-30,bayam,Sayuran
1738,2014-06-09,beras,Bahan dan Bumbu Makanan
4011,2014-08-28,minyak,Bahan dan Bumbu Makanan
3683,2014-07-11,air mineral,Makanan dan Minuman
2453,2014-06-06,pare,Sayuran
2900,2014-02-19,daging ayam,Daging-dagingan
3297,2014-03-22,susu sapi,Makanan dan Minuman
1247,2014-04-10,kangkung,Sayuran
3731,2014-05-29,apel,Buah-buahan
4638,2014-02-19,pare,Sayuran
1883,2014-08-06,ikan lele,Ikan Segar
2597,2014-04-15,bubuk lada,Bahan dan Bumbu Makanan
1625,2014-08-09,kue kering,Bahan dan Bumbu Makanan
3867,2014-10-08,daging ayam,Daging-dagingan
1642,2014-09-28,air mineral,Makanan dan Minuman
2133,2014-05-07,ikan lele,Ikan Segar
3697,2014-01-16,sosis,Makanan dan Minuman
3520,2014-11-19,susu sapi,Makanan dan Minuman
3106,2014-11-05,kacang polong,Sayuran
2900,2014-05-03,sosis,Makanan dan Minuman
4623,2014-12-18,tepung panir,Bahan dan Bumbu Makanan
4809,2014-05-28,daging ayam,Daging-dagingan
